Date,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,RELIANCE.NS,TCS.NS
2023-07-28,878.7232666015625,799.8680419921875,2466.272705078125,972.1324462890625,1245.93359375,421.70684814453125,374.2190856933594,2575.29150390625,1250.2225341796875,3116.89453125
2023-07-31,873.618408203125,803.6154174804688,2443.56201171875,974.1817016601562,1260.061279296875,419.23126220703125,370.1715393066406,2606.2001953125,1260.8065185546875,3178.249755859375
2023-08-01,875.3363647460938,808.9933471679688,2434.30615234375,970.522216796875,1268.89111328125,418.42108154296875,368.86553955078125,2591.912109375,1242.9769287109375,3206.67431640625
2023-08-02,862.0343017578125,798.4080200195312,2451.338623046875,963.1058959960938,1261.130126953125,414.1900329589844,363.6216735839844,2577.658203125,1229.697509765625,3196.084716796875
2023-08-03,855.7514038085938,792.6407470703125,2434.4970703125,941.6861572265625,1268.0545654296875,410.5441589355469,363.5319519042969,2554.016357421875,1224.529052734375,3158.277587890625
2023-08-04,873.373046875,804.1021728515625,2429.439453125,947.0532836914062,1281.113525390625,409.55389404296875,366.8744812011719,2582.32763671875,1241.1717529296875,3198.7783203125
2023-08-07,875.0909423828125,803.6398315429688,2451.5771484375,952.078857421875,1294.72998046875,409.5089416503906,365.4875793457031,2591.1748046875,1248.244384765625,3236.39990234375
2023-08-08,869.2007446289062,802.9828491210938,2448.380859375,956.2262573242188,1292.12744140625,407.2133483886719,364.7791748046875,2587.53759765625,1240.7264404296875,3223.906494140625
2023-08-09,867.5317993164062,803.2747802734375,2435.35546875,957.0133056640625,1296.03125,412.8847351074219,365.4775695800781,2606.608642578125,1248.911865234375,3216.3818359375
2023-08-10,858.794677734375,796.1448364257812,2420.5654296875,948.552001953125,1291.1051025390625,406.6732177734375,359.3613586425781,2598.64599609375,1254.475830078125,3197.431640625
2023-08-11,858.548095703125,787.8468627929688,2387.26318359375,937.4833984375,1275.0718994140625,403.97259521484375,357.4855651855469,2593.73095703125,1259.767822265625,3203.655517578125
2023-08-14,855.0963745117188,784.0021362304688,2417.13037109375,944.0753784179688,1295.2412109375,404.377685546875,358.0143737792969,2614.767578125,1274.6546630859375,3204.630859375
2023-08-16,845.1356201171875,781.714599609375,2435.737548828125,941.0745239257812,1318.4310302734375,405.3228759765625,356.43792724609375,2645.38916015625,1273.6160888671875,3212.572998046875
2023-08-17,844.8890991210938,777.3831176757812,2426.815185546875,936.3027954101562,1311.9715576171875,396.9958801269531,352.3471374511719,2607.493408203125,1255.2425537109375,3191.532958984375
2023-08-18,844.4452514648438,774.1953125,2437.788818359375,935.3189086914062,1290.826416015625,397.5810241699219,349.37384033203125,2597.1220703125,1264.5406494140625,3127.762939453125
2023-08-21,859.9287719726562,773.5869750976562,2445.422607421875,939.7955322265625,1306.2552490234375,403.11737060546875,351.279541015625,2617.077880859375,1250.74267578125,3159.857177734375
2023-08-22,865.5502319335938,770.2774658203125,2448.333251953125,936.6471557617188,1304.7215576171875,408.9237365722656,351.82830810546875,2633.34716796875,1250.44482421875,3141.74267578125
2023-08-23,856.1812744140625,772.1755981445312,2456.20556640625,951.2576293945312,1308.6251220703125,405.5029602050781,355.210693359375,2671.48876953125,1251.8345947265625,3156.6982421875
2023-08-24,857.4632568359375,768.6227416992188,2463.07568359375,953.3237915039062,1323.171142578125,405.9080505371094,355.3902893066406,2642.538330078125,1230.7904052734375,3146.945068359375
